latitude,longitude,mag,magType,time,place,depth,mag_group,date
19.038,121.151,5.0,mwc,2010-02-16 06:48:54.260000+00:00,"47 km N of Namuac, Philippines",10.0,5.0-5.9,2010-Feb-16
19.024,121.207,5.2,mwc,2010-01-30 02:26:41.510000+00:00,"45 km N of Namuac, Philippines",39.7,5.0-5.9,2010-Jan-30
13.639,125.486,5.9,mwc,2010-01-27 18:49:33.620000+00:00,"117 km NNE of Cabodiongan, Philippines",29.1,5.0-5.9,2010-Jan-27
13.551,125.46,5.5,mwb,2010-01-21 02:02:03.740000+00:00,"107 km NNE of Cabodiongan, Philippines",15.0,5.0-5.9,2010-Jan-21
17.284,121.485,5.3,mwc,2009-12-21 19:59:22.130000+00:00,"2 km NE of Paracelis, Philippines",10.0,5.0-5.9,2009-Dec-21
13.704,120.655,5.7,mwc,2009-10-18 23:50:10.540000+00:00,"14 km S of Calatagan, Philippines",155.6,5.0-5.9,2009-Oct-18
12.473,120.502,5.1,mwc,2009-09-22 19:25:11.180000+00:00,"44 km SW of Batasan, Philippines",10.0,5.0-5.9,2009-Sep-22
12.616,120.429,5.9,mwb,2009-09-18 06:23:53.490000+00:00,"41 km WSW of Batasan, Philippines",12.0,5.0-5.9,2009-Sep-18
13.382,125.374,5.4,mwc,2009-08-14 20:56:29.200000+00:00,"87 km NNE of Cabodiongan, Philippines",18.3,5.0-5.9,2009-Aug-14
13.644,120.741,5.2,mwc,2009-07-04 00:41:48.110000+00:00,"14 km W of Tingloy, Philippines",127.4,5.0-5.9,2009-Jul-04
14.846,119.798,5.4,mwc,2009-05-24 01:06:28.600000+00:00,"32 km WSW of San Nicolas, Philippines",58.5,5.0-5.9,2009-May-24
18.945,121.357,5.0,mwc,2009-04-24 10:55:48.170000+00:00,"42 km NNE of Namuac, Philippines",31.6,5.0-5.9,2009-Apr-24
15.387,120.238,5.2,mwc,2009-04-20 19:12:40.770000+00:00,"18 km WSW of Sula, Philippines",50.2,5.0-5.9,2009-Apr-20
14.606,123.813,5.1,mwc,2009-03-31 13:26:19.710000+00:00,"72 km NNW of Pandan, Philippines",38.3,5.0-5.9,2009-Mar-31
19.017,121.265,5.5,mwc,2009-02-26 12:32:52.440000+00:00,"46 km NNE of Namuac, Philippines",38.4,5.0-5.9,2009-Feb-26
13.496,120.823,5.2,mb,2009-01-12 02:00:48.360000+00:00,"2 km N of Odala, Philippines",37.6,5.0-5.9,2009-Jan-12
16.094,119.737,5.0,mwc,2009-01-09 07:28:46.160000+00:00,"6 km SW of Aloleng, Philippines",65.8,5.0-5.9,2009-Jan-09
13.391,120.561,5.0,mb,2008-11-28 11:03:54.960000+00:00,"11 km ESE of Paluan, Philippines",67.7,5.0-5.9,2008-Nov-28
12.976,124.483,5.2,mwc,2008-11-06 07:46:01.210000+00:00,"34 km NNE of Biri, Philippines",45.2,5.0-5.9,2008-Nov-06
12.924,124.374,5.2,mwc,2008-11-06 01:04:33.360000+00:00,"25 km ENE of Barcelona, Philippines",35.8,5.0-5.9,2008-Nov-06
12.626,120.132,5.0,mwc,2008-10-28 04:16:03.880000+00:00,"51 km NNE of Buluang, Philippines",37.1,5.0-5.9,2008-Oct-28
12.976,124.361,5.4,mwc,2008-10-08 19:09:28.480000+00:00,"23 km E of Bagacay, Philippines",44.4,5.0-5.9,2008-Oct-08
13.465,120.569,5.2,mb,2008-10-01 18:06:49.810000+00:00,"12 km ENE of Paluan, Philippines",10.0,5.0-5.9,2008-Oct-01
13.367,120.444,5.5,mwc,2008-10-01 18:04:23.850000+00:00,"5 km SSW of Paluan, Philippines",10.0,5.0-5.9,2008-Oct-01
13.342,120.277,5.1,mb,2008-09-27 03:10:46.130000+00:00,"20 km SW of Harrison, Philippines",10.0,5.0-5.9,2008-Sep-27
13.477,120.548,5.9,mwc,2008-09-27 03:09:04.820000+00:00,"11 km NE of Paluan, Philippines",11.0,5.0-5.9,2008-Sep-27
13.469,120.575,5.7,mwc,2008-09-27 03:04:51.710000+00:00,"13 km ENE of Paluan, Philippines",10.0,5.0-5.9,2008-Sep-27
13.005,124.315,5.2,mwc,2008-08-30 12:04:52.320000+00:00,"18 km E of Bagacay, Philippines",50.1,5.0-5.9,2008-Aug-30
12.95,124.319,5.3,mwc,2008-08-20 13:18:05.210000+00:00,"19 km E of Bagacay, Philippines",35.5,5.0-5.9,2008-Aug-20
14.906,119.995,5.1,mwc,2008-08-20 09:37:29.980000+00:00,"10 km WSW of San Nicolas, Philippines",35.0,5.0-5.9,2008-Aug-20
12.973,124.299,5.4,mwc,2008-08-17 20:46:45.630000+00:00,"17 km E of Bagacay, Philippines",10.0,5.0-5.9,2008-Aug-17
12.897,124.319,6.0,mwc,2008-08-15 10:25:16.530000+00:00,"19 km E of Barcelona, Philippines",10.0,6.0-6.9,2008-Aug-15
13.516,120.757,5.6,mwb,2008-08-01 10:35:24.260000+00:00,"6 km NNE of Wawa, Philippines",135.1,5.0-5.9,2008-Aug-01
13.659,118.634,5.4,mwc,2008-08-01 02:21:40.840000+00:00,"155 km W of Cabra, Philippines",62.3,5.0-5.9,2008-Aug-01
15.329,122.491,5.1,mwc,2008-07-08 01:41:53.290000+00:00,"62 km NE of Karligan, Philippines",17.7,5.0-5.9,2008-Jul-08
15.254,122.491,5.0,mwc,2008-07-06 12:46:55.990000+00:00,"57 km ENE of Karligan, Philippines",26.6,5.0-5.9,2008-Jul-06
15.286,122.423,5.4,mwc,2008-07-06 12:01:31.730000+00:00,"53 km NE of Karligan, Philippines",26.4,5.0-5.9,2008-Jul-06
16.481,122.244,5.3,mwc,2008-05-13 21:48:32.620000+00:00,"39 km SE of Dicamay, Philippines",53.9,5.0-5.9,2008-May-13
16.458,122.255,5.2,mwc,2008-05-13 14:14:31.310000+00:00,"42 km SE of Dicamay, Philippines",44.2,5.0-5.9,2008-May-13
12.822,125.084,5.2,mwc,2008-04-20 05:25:37.020000+00:00,"17 km NNE of Cabodiongan, Philippines",33.4,5.0-5.9,2008-Apr-20
13.579,125.478,5.0,mwc,2008-04-01 23:09:02.850000+00:00,Philippine Islands region,19.8,5.0-5.9,2008-Apr-01
13.56,125.484,5.3,mwc,2008-03-03 20:06:46.050000+00:00,"109 km NNE of Cabodiongan, Philippines",10.0,5.0-5.9,2008-Mar-03
13.371,120.738,5.0,mb,2008-02-29 10:31:40.410000+00:00,"8 km S of Abra de Ilog, Philippines",58.0,5.0-5.9,2008-Feb-29
13.411,120.732,5.2,mwc,2008-02-27 22:56:59.060000+00:00,"3 km S of Abra de Ilog, Philippines",28.8,5.0-5.9,2008-Feb-27
13.308,120.581,5.0,mb,2008-02-16 14:49:00.720000+00:00,"8 km N of Tayaman, Philippines",35.0,5.0-5.9,2008-Feb-16
18.146,122.537,5.1,mwc,2008-02-04 03:32:28.850000+00:00,"50 km ESE of Casambalangan, Philippines",20.4,5.0-5.9,2008-Feb-04
16.049,119.93,5.0,mwc,2008-01-31 19:32:57.810000+00:00,"2 km SSW of Mabini, Philippines",74.7,5.0-5.9,2008-Jan-31
17.048,120.989,5.7,mwc,2008-01-13 12:15:35.600000+00:00,"4 km SSE of Bontoc, Philippines",10.0,5.0-5.9,2008-Jan-13
14.233,124.611,5.1,mwc,2008-01-05 06:18:48.250000+00:00,"49 km NE of Panganiban, Philippines",35.0,5.0-5.9,2008-Jan-05
14.286,124.604,5.1,mwc,2008-01-05 06:02:26.060000+00:00,"53 km ENE of Pandan, Philippines",37.1,5.0-5.9,2008-Jan-05
15.341,119.888,5.0,mb,2007-12-12 15:22:18.790000+00:00,"7 km WSW of Amuñgan, Philippines",62.9,5.0-5.9,2007-Dec-12
13.172,120.645,5.1,mb,2007-12-11 09:49:10.160000+00:00,"7 km SE of Mamburao, Philippines",87.4,5.0-5.9,2007-Dec-11
18.336,122.49,5.0,mwc,2007-12-01 22:53:32.330000+00:00,"38 km E of Casambalangan, Philippines",41.3,5.0-5.9,2007-Dec-01
16.058,119.838,5.9,mwc,2007-11-27 04:26:58.560000+00:00,"5 km S of Bangan-Oda, Philippines",35.0,5.0-5.9,2007-Nov-27
18.599,121.088,5.2,mwc,2007-11-09 20:25:07.040000+00:00,"1 km SSE of Claveria, Philippines",14.5,5.0-5.9,2007-Nov-09
13.741,120.816,5.3,mb,2007-10-31 11:19:28.350000+00:00,"8 km WNW of Bagalangit, Philippines",146.4,5.0-5.9,2007-Oct-31
15.242,122.529,5.0,mb,2007-10-25 15:32:37.840000+00:00,"60 km ENE of Karligan, Philippines",25.3,5.0-5.9,2007-Oct-25
19.065,121.118,5.3,mwc,2007-10-09 07:25:17.010000+00:00,"50 km N of Namuac, Philippines",38.8,5.0-5.9,2007-Oct-09
13.033,124.518,5.1,mwc,2007-09-22 03:59:37.570000+00:00,"41 km E of Bagacay, Philippines",48.9,5.0-5.9,2007-Sep-22
18.203,119.447,5.2,mwc,2007-07-09 14:05:36.720000+00:00,"110 km WNW of Pagsanahan Norte, Philippines",30.9,5.0-5.9,2007-Jul-09
13.875,122.686,5.3,mwc,2007-06-03 10:09:54.540000+00:00,"2 km E of Catabangan, Philippines",30.4,5.0-5.9,2007-Jun-03
17.307,120.201,5.5,mwc,2007-05-06 18:27:20.870000+00:00,"24 km W of Tamorong, Philippines",55.0,5.0-5.9,2007-May-06
12.488,123.451,5.0,mwc,2007-04-26 12:04:38.700000+00:00,"5 km WNW of Baleno, Philippines",76.2,5.0-5.9,2007-Apr-26
13.784,120.69,5.2,mwc,2006-11-14 00:55:44.930000+00:00,"6 km SSW of Hukay, Philippines",121.9,5.0-5.9,2006-Nov-14
13.276,121.162,5.1,mb,2006-10-21 18:27:46.470000+00:00,"3 km NE of Communal, Philippines",9.7,5.0-5.9,2006-Oct-21
13.368,121.378,5.9,mwc,2006-10-21 18:23:20.980000+00:00,"8 km ENE of Estrella, Philippines",18.3,5.0-5.9,2006-Oct-21
13.418,121.546,5.6,mwb,2006-10-20 22:09:27.350000+00:00,"27 km ENE of Estrella, Philippines",10.0,5.0-5.9,2006-Oct-20
13.493,121.527,5.8,mwb,2006-10-20 17:27:03.250000+00:00,"24 km SSE of Laiya, Philippines",25.3,5.0-5.9,2006-Oct-20
13.432,121.47,5.8,mwb,2006-10-20 14:31:00.150000+00:00,"20 km ENE of Estrella, Philippines",22.7,5.0-5.9,2006-Oct-20
18.338,119.316,5.0,mwc,2006-10-01 05:42:53.360000+00:00,"127 km WNW of Callaguip, Philippines",30.0,5.0-5.9,2006-Oct-01
13.526,125.224,5.0,mb,2006-09-23 07:49:59.120000+00:00,"94 km ESE of Gigmoto, Philippines",31.4,5.0-5.9,2006-Sep-23
13.86,120.514,5.0,mb,2006-08-12 09:30:08.950000+00:00,"13 km W of Gulod, Philippines",78.6,5.0-5.9,2006-Aug-12
13.665,120.618,5.0,mb,2006-05-28 16:44:16.280000+00:00,"18 km S of Calatagan, Philippines",84.6,5.0-5.9,2006-May-28
12.078,121.401,5.6,mwc,2006-03-27 23:43:39+00:00,"0 km NNE of Semirara, Philippines",32.1,5.0-5.9,2006-Mar-27
13.459,120.515,5.8,mwc,2006-03-01 11:04:12.190000+00:00,"7 km NE of Paluan, Philippines",22.3,5.0-5.9,2006-Mar-01
13.425,120.43,5.3,mwc,2006-01-09 02:40:25.440000+00:00,"2 km S of Harrison, Philippines",41.7,5.0-5.9,2006-Jan-09
14.018,120.717,5.6,mwc,2005-12-11 16:23:35.520000+00:00,"1 km S of Luntal, Philippines",201.6,5.0-5.9,2005-Dec-11
14.639,123.285,5.1,mwc,2005-11-18 04:34:03.710000+00:00,"61 km NE of Sabang Indan, Philippines",46.1,5.0-5.9,2005-Nov-18
13.42,125.077,5.8,mwb,2005-10-10 11:08:25.510000+00:00,"83 km N of Cabodiongan, Philippines",6.9,5.0-5.9,2005-Oct-10
10.532,122.599,5.1,mwc,2005-07-14 22:53:49.530000+00:00,"5 km NNW of Calaya, Philippines",56.7,5.0-5.9,2005-Jul-14
14.706,123.93,5.0,mwc,2005-05-25 22:58:34.470000+00:00,"77 km NNW of Pandan, Philippines",39.5,5.0-5.9,2005-May-25
13.918,120.71,5.0,mwc,2005-04-19 00:31:42.730000+00:00,"3 km SW of Balayan, Philippines",173.6,5.0-5.9,2005-Apr-19
13.716,120.271,5.1,mwc,2005-04-14 16:25:16.310000+00:00,"2 km ESE of Looc, Philippines",24.5,5.0-5.9,2005-Apr-14
15.48,119.287,5.3,mwc,2005-04-08 06:09:49.360000+00:00,"66 km W of Palauig, Philippines",31.6,5.0-5.9,2005-Apr-08
13.559,120.801,5.6,mwc,2005-04-03 01:41:32.750000+00:00,"9 km NNW of Odala, Philippines",129.2,5.0-5.9,2005-Apr-03
12.582,123.177,5.8,mwc,2005-02-22 03:20:07.310000+00:00,"17 km W of Tigbao, Philippines",17.8,5.0-5.9,2005-Feb-22
13.686,120.791,5.5,mwc,2005-02-09 20:59:52.190000+00:00,"9 km WNW of Tingloy, Philippines",102.4,5.0-5.9,2005-Feb-09
12.239,124.92,5.0,mwc,2005-02-06 09:27:59.420000+00:00,"11 km SE of Silvino Lobos, Philippines",46.1,5.0-5.9,2005-Feb-06
18.775,119.873,5.2,mwc,2004-11-08 00:40:57.790000+00:00,"81 km WNW of Davila, Philippines",36.2,5.0-5.9,2004-Nov-08
15.643,119.11,5.5,mwb,2004-10-29 19:28:57.520000+00:00,"78 km WSW of Ilioilio, Philippines",21.2,5.0-5.9,2004-Oct-29
18.496,122.335,5.1,mwc,2004-10-15 11:44:52.390000+00:00,"19 km E of San Vicente, Philippines",20.9,5.0-5.9,2004-Oct-15
15.611,119.667,5.1,mwc,2004-10-11 08:58:48.130000+00:00,"26 km WSW of Bolitoc, Philippines",5.4,5.0-5.9,2004-Oct-11
13.925,120.534,6.5,mwb,2004-10-08 14:36:06.110000+00:00,"9 km W of Talisay, Philippines",105.0,6.0-6.9,2004-Oct-08
14.22,120.411,6.0,mwb,2004-09-15 19:10:50.600000+00:00,"24 km WNW of Looc, Philippines",115.4,6.0-6.9,2004-Sep-15
13.817,123.995,5.5,mwb,2004-08-19 06:35:03.980000+00:00,"15 km NW of Manamrag, Philippines",44.2,5.0-5.9,2004-Aug-19
13.323,120.17,5.0,mwc,2004-07-16 03:27:19.210000+00:00,"31 km WSW of Harrison, Philippines",39.1,5.0-5.9,2004-Jul-16
17.115,121.549,5.2,mwc,2004-07-01 22:14:50.310000+00:00,"3 km W of Simimbaan, Philippines",50.1,5.0-5.9,2004-Jul-01
12.649,123.099,5.4,mwb,2004-06-28 05:06:14.720000+00:00,"26 km WSW of Osmeña, Philippines",17.2,5.0-5.9,2004-Jun-28
13.817,120.748,5.0,mb,2004-05-29 22:12:06.850000+00:00,"5 km ESE of Hukay, Philippines",179.4,5.0-5.9,2004-May-29
13.479,124.766,5.4,mwc,2004-01-13 16:12:48.650000+00:00,"52 km ESE of Bato, Philippines",31.6,5.0-5.9,2004-Jan-13
13.947,124.53,5.5,mwc,2003-12-19 13:05:30.980000+00:00,"23 km NE of Gigmoto, Philippines",38.6,5.0-5.9,2003-Dec-19
17.642,120.892,5.5,mwc,2003-12-10 15:51:39.230000+00:00,"19 km E of Dolores, Philippines",33.0,5.0-5.9,2003-Dec-10
15.973,119.424,5.2,mwc,2003-10-29 05:56:50.850000+00:00,"36 km W of Ilioilio, Philippines",33.0,5.0-5.9,2003-Oct-29
13.755,119.939,6.2,mwb,2003-10-09 22:19:13.850000+00:00,"18 km WSW of Tagbak, Philippines",33.0,6.0-6.9,2003-Oct-09
18.667,121.033,5.7,mwc,2003-09-14 18:45:54.720000+00:00,"8 km NW of Claveria, Philippines",64.4,5.0-5.9,2003-Sep-14
12.078,122.162,5.0,mb,2003-09-01 15:20:05.640000+00:00,"20 km ESE of Santa Fe, Philippines",19.2,5.0-5.9,2003-Sep-01
12.154,122.318,5.8,mwb,2003-09-01 15:13:07.170000+00:00,"30 km SE of Tugdan, Philippines",20.7,5.0-5.9,2003-Sep-01
12.166,122.228,5.1,mb,2003-09-01 15:11:30.580000+00:00,"21 km ESE of Alcantara, Philippines",22.3,5.0-5.9,2003-Sep-01
13.86,119.751,5.2,mwc,2003-08-31 12:43:16.770000+00:00,"32 km W of Cabra, Philippines",55.2,5.0-5.9,2003-Aug-31
18.01,119.693,5.2,mb,2003-07-17 20:10:40.860000+00:00,"79 km WNW of Puro Pinget, Philippines",42.8,5.0-5.9,2003-Jul-17
12.803,124.898,6.0,mwc,2003-07-01 17:00:22.820000+00:00,"22 km NW of Cabodiongan, Philippines",33.0,6.0-6.9,2003-Jul-01
12.253,123.85,6.0,mwb,2003-06-26 14:11:44.590000+00:00,"4 km ENE of Miaga, Philippines",10.0,6.0-6.9,2003-Jun-26
13.17,120.514,5.5,mwc,2003-06-12 18:43:32.730000+00:00,"9 km SW of Tayaman, Philippines",46.4,5.0-5.9,2003-Jun-12
11.968,124.097,5.4,mwc,2003-05-23 05:58:44.220000+00:00,"10 km NNE of Limbuhan, Philippines",24.7,5.0-5.9,2003-May-23
11.902,124.101,5.6,mwc,2003-05-23 02:24:45.310000+00:00,"5 km ENE of Limbuhan, Philippines",30.3,5.0-5.9,2003-May-23
19.043,121.302,5.1,mwc,2003-05-17 08:28:05.300000+00:00,"49 km NNE of Namuac, Philippines",33.0,5.0-5.9,2003-May-17
17.25,122.558,5.3,mwc,2003-05-10 10:27:47.010000+00:00,"23 km NE of Dicabisagan, Philippines",28.4,5.0-5.9,2003-May-10
11.988,124.132,5.4,mwc,2003-05-02 15:30:25.480000+00:00,"14 km NE of Limbuhan, Philippines",33.0,5.0-5.9,2003-May-02
13.839,120.774,5.4,mwb,2003-04-12 13:42:15.110000+00:00,"7 km E of Hukay, Philippines",131.3,5.0-5.9,2003-Apr-12
18.877,121.259,5.7,mwc,2003-04-07 17:43:23.580000+00:00,"31 km NNE of Namuac, Philippines",33.0,5.0-5.9,2003-Apr-07
15.578,121.917,5.5,mwc,2003-03-02 17:57:27.540000+00:00,"44 km ESE of Suklayin, Philippines",50.2,5.0-5.9,2003-Mar-02
12.168,124.079,6.3,mwc,2003-02-15 11:01:59.860000+00:00,"11 km SSW of San Vicente, Philippines",10.0,6.0-6.9,2003-Feb-15
12.171,123.921,5.8,mwc,2003-02-15 05:47:58.960000+00:00,"2 km N of Palanas, Philippines",10.0,5.0-5.9,2003-Feb-15
18.927,120.718,5.1,mwc,2003-01-13 08:32:06.720000+00:00,"41 km N of Pagudpud, Philippines",33.0,5.0-5.9,2003-Jan-13
15.651,119.658,6.0,mwb,2003-01-06 23:43:50.840000+00:00,"25 km WSW of Bolitoc, Philippines",10.0,6.0-6.9,2003-Jan-06
17.034,119.997,5.3,mwc,2002-12-22 21:44:10.830000+00:00,"45 km WNW of Rimus, Philippines",33.0,5.0-5.9,2002-Dec-22
12.279,120.753,5.3,mwc,2002-11-27 00:17:20.120000+00:00,"29 km SW of Adela, Philippines",33.6,5.0-5.9,2002-Nov-27
13.518,120.911,5.2,mwc,2002-11-23 09:31:58.170000+00:00,"2 km NW of Balatero, Philippines",184.8,5.0-5.9,2002-Nov-23
13.989,120.725,5.1,mwc,2002-11-11 20:55:04.140000+00:00,"0 km SW of Putol, Philippines",206.5,5.0-5.9,2002-Nov-11
15.096,118.504,6.1,mwb,2002-10-12 23:43:12.850000+00:00,"155 km WSW of Palauig, Philippines",33.0,6.0-6.9,2002-Oct-12
13.536,120.754,5.8,mwb,2002-09-03 14:23:45.300000+00:00,"8 km N of Wawa, Philippines",10.0,5.0-5.9,2002-Sep-03
13.646,120.69,5.0,mb,2001-12-14 05:08:25+00:00,"19 km W of Tingloy, Philippines",74.6,5.0-5.9,2001-Dec-14
18.961,120.24,5.6,mwc,2001-12-04 18:09:26.650000+00:00,"64 km NNW of Davila, Philippines",33.0,5.0-5.9,2001-Dec-04
13.68,120.635,5.3,mb,2001-11-22 10:34:55.410000+00:00,"16 km S of Calatagan, Philippines",79.1,5.0-5.9,2001-Nov-22
18.489,121.154,5.4,mwc,2001-11-18 23:49:36.250000+00:00,"13 km S of Namuac, Philippines",33.0,5.0-5.9,2001-Nov-18
12.598,123.381,5.4,mwc,2001-07-30 05:14:12.540000+00:00,"6 km NE of Tigbao, Philippines",33.0,5.0-5.9,2001-Jul-30
13.878,120.716,5.4,mwc,2001-07-23 12:46:58.960000+00:00,"3 km NNE of Hukay, Philippines",108.4,5.0-5.9,2001-Jul-23
13.57,120.922,5.4,mwc,2001-07-08 17:17:33.250000+00:00,"7 km N of Balatero, Philippines",33.0,5.0-5.9,2001-Jul-08
18.449,120.658,5.5,mwc,2001-04-24 13:27:24.830000+00:00,"9 km ESE of Davila, Philippines",50.8,5.0-5.9,2001-Apr-24
18.772,121.218,5.7,mwc,2001-03-13 20:04:57.890000+00:00,"18 km NNE of Namuac, Philippines",33.0,5.0-5.9,2001-Mar-13
17.333,120.908,5.5,mwc,2001-01-12 19:18:25.800000+00:00,"19 km SE of Bantay, Philippines",33.0,5.0-5.9,2001-Jan-12
18.879,121.238,5.3,mwc,2001-01-01 03:48:35.650000+00:00,"Luzon, Philippines",33.0,5.0-5.9,2001-Jan-01
13.775,120.657,5.5,mwc,2000-11-29 01:48:44.370000+00:00,"6 km SSE of Calatagan, Philippines",117.5,5.0-5.9,2000-Nov-29
17.342,119.787,5.5,mwc,2000-11-15 09:23:40.770000+00:00,"65 km WSW of Fuerte, Philippines",54.5,5.0-5.9,2000-Nov-15
13.679,120.729,5.9,mwc,2000-10-21 22:30:32.470000+00:00,"15 km W of Tingloy, Philippines",151.8,5.0-5.9,2000-Oct-21
12.452,124.967,5.5,mwc,2000-10-12 23:25:51.790000+00:00,"10 km WNW of Catubig, Philippines",28.8,5.0-5.9,2000-Oct-12
13.762,120.628,5.1,mwc,2000-10-07 08:49:43.650000+00:00,"7 km S of Calatagan, Philippines",125.1,5.0-5.9,2000-Oct-07
12.073,122.381,5.6,mwc,2000-09-29 22:48:11.790000+00:00,"34 km SW of Taclobo, Philippines",33.0,5.0-5.9,2000-Sep-29
13.69,120.174,5.5,mwc,2000-09-10 03:16:15.990000+00:00,"8 km WSW of Looc, Philippines",65.6,5.0-5.9,2000-Sep-10
15.615,119.119,5.1,mb,2000-08-31 11:58:19.620000+00:00,"79 km WSW of Ilioilio, Philippines",43.5,5.0-5.9,2000-Aug-31
15.056,122.351,5.4,mwc,2000-08-01 07:10:50.220000+00:00,"34 km ENE of Karligan, Philippines",59.5,5.0-5.9,2000-Aug-01
17.905,120.782,5.7,mwc,2000-07-18 22:59:16.520000+00:00,"15 km ESE of Espiritu, Philippines",33.0,5.0-5.9,2000-Jul-18
15.299,119.796,5.1,mb,2000-07-17 03:30:53.270000+00:00,"Luzon, Philippines",68.3,5.0-5.9,2000-Jul-17
14.011,120.532,5.6,mwc,2000-06-19 09:34:57.040000+00:00,"10 km WSW of San Diego, Philippines",115.0,5.0-5.9,2000-Jun-19
16.967,120.408,5.7,mwc,2000-06-19 01:59:34.250000+00:00,"4 km WNW of Santa Maria, Philippines",33.0,5.0-5.9,2000-Jun-19
17.315,120.2,5.7,mwc,2000-06-14 01:44:28.750000+00:00,"24 km W of Tamorong, Philippines",63.0,5.0-5.9,2000-Jun-14
13.814,120.533,5.1,mwc,2000-05-19 17:41:18.060000+00:00,"10 km W of Calatagan, Philippines",91.8,5.0-5.9,2000-May-19
13.343,120.981,5.0,mwc,2000-03-03 19:51:03.990000+00:00,"10 km SW of Lumangbayan, Philippines",76.0,5.0-5.9,2000-Mar-03
10.645,121.97,5.2,mwc,2000-02-27 12:03:59.350000+00:00,"6 km SSW of Hamtic, Philippines",33.0,5.0-5.9,2000-Feb-27
13.572,121.546,5.5,mwc,2000-02-03 13:42:25.040000+00:00,"19 km SE of Laiya, Philippines",33.0,5.0-5.9,2000-Feb-03
16.095,119.484,6.2,mwc,2000-01-06 21:31:06.220000+00:00,"Luzon, Philippines",33.0,6.0-6.9,2000-Jan-06
17.709,120.189,5.4,mwc,1999-12-25 22:41:37.470000+00:00,"18 km W of Puro Pinget, Philippines",46.6,5.0-5.9,1999-Dec-25
16.568,119.016,5.1,mb,1999-12-24 22:53:55.820000+00:00,"89 km WNW of Catuday, Philippines",33.0,5.0-5.9,1999-Dec-24
16.531,119.141,5.1,mb,1999-12-22 21:42:20.540000+00:00,"75 km WNW of Catuday, Philippines",33.0,5.0-5.9,1999-Dec-22
15.733,119.847,5.0,mb,1999-12-12 17:27:05.450000+00:00,"3 km WSW of Bolitoc, Philippines",33.0,5.0-5.9,1999-Dec-12
16.034,119.8,5.1,mb,1999-12-12 01:11:24.750000+00:00,"8 km NNE of Ilioilio, Philippines",33.0,5.0-5.9,1999-Dec-12
15.766,119.74,7.3,mwc,1999-12-11 18:03:36.450000+00:00,"14 km WNW of Bolitoc, Philippines",33.0,7.0-7.9,1999-Dec-11
13.726,125.197,5.6,mwc,1999-10-21 09:15:22.350000+00:00,"87 km E of Gigmoto, Philippines",42.7,5.0-5.9,1999-Oct-21
13.687,125.166,5.3,mwc,1999-10-07 11:42:15.230000+00:00,"84 km E of Gigmoto, Philippines",40.7,5.0-5.9,1999-Oct-07
11.816,124.251,5.4,mwc,1999-08-15 00:41:48.040000+00:00,"23 km ESE of Limbuhan, Philippines",33.0,5.0-5.9,1999-Aug-15
15.287,119.963,5.2,mwc,1999-05-27 06:18:20.450000+00:00,"4 km SSW of Iba, Philippines",33.0,5.0-5.9,1999-May-27
12.783,124.874,5.1,mwc,1999-05-25 03:38:55.850000+00:00,"22 km NW of Cabodiongan, Philippines",33.0,5.0-5.9,1999-May-25
13.64,120.764,5.0,mb,1999-05-09 20:35:08.450000+00:00,"11 km WSW of Tingloy, Philippines",128.5,5.0-5.9,1999-May-09
12.966,120.251,5.3,mwc,1998-11-23 04:58:54.680000+00:00,"45 km SW of Tayaman, Philippines",33.0,5.0-5.9,1998-Nov-23
12.817,124.806,5.2,mwc,1998-11-06 10:10:35.270000+00:00,"30 km NNW of Pambujan, Philippines",33.0,5.0-5.9,1998-Nov-06
12.867,125.036,5.9,mwc,1998-11-05 18:05:24.350000+00:00,"22 km N of Cabodiongan, Philippines",33.0,5.0-5.9,1998-Nov-05
19.032,121.256,5.3,mwc,1998-11-03 22:01:37.390000+00:00,"47 km NNE of Namuac, Philippines",33.0,5.0-5.9,1998-Nov-03
14.195,117.394,5.3,mwc,1998-09-06 00:32:57.770000+00:00,"288 km W of Cabra, Philippines",33.0,5.0-5.9,1998-Sep-06
14.944,120.196,5.4,mwc,1998-08-31 19:16:20.890000+00:00,"1 km N of Castillejos, Philippines",67.7,5.0-5.9,1998-Aug-31
14.697,120.046,6.1,mwb,1998-08-23 05:36:12.920000+00:00,"22 km W of Sabang, Philippines",70.1,6.0-6.9,1998-Aug-23
15.577,119.4,5.4,mwc,1998-08-22 22:58:28.490000+00:00,"54 km WSW of Bolitoc, Philippines",33.0,5.0-5.9,1998-Aug-22
12.403,123.834,5.3,mwc,1998-08-01 21:21:34.260000+00:00,"7 km E of Batuan, Philippines",33.0,5.0-5.9,1998-Aug-01
13.769,124.842,5.2,mb,1998-07-14 16:45:59.670000+00:00,"48 km E of Gigmoto, Philippines",27.4,5.0-5.9,1998-Jul-14
19.044,121.234,5.4,mwc,1998-06-10 03:18:03.450000+00:00,"48 km N of Namuac, Philippines",33.0,5.0-5.9,1998-Jun-10
12.239,123.435,5.1,mwc,1998-05-07 13:53:51.010000+00:00,"3 km N of Potot, Philippines",33.0,5.0-5.9,1998-May-07
18.716,120.938,5.8,mwc,1998-05-06 01:53:09.300000+00:00,"19 km NW of Claveria, Philippines",33.0,5.0-5.9,1998-May-06
13.144,125.191,5.0,mb,1997-12-23 23:52:19.080000+00:00,"55 km NNE of Cabodiongan, Philippines",33.0,5.0-5.9,1997-Dec-23
